restaurant_id,cuisine_type
24057,Chinese
24057,Family Friendly
24057,Group Friendly
24058,Breakfast and Brunch
24058,American
24058,Comfort Food
24058,Kids Friendly
24058,Mexican
24059,Breakfast and Brunch
24059,American
24059,Comfort Food
24059,Kids Friendly
24059,Mexican
24060,Chinese: Other
24060,Asian
24060,Asian Fusion
24060,Group Friendly
24061,Mediterranean
24061,Greek
24061,Lebanese
24061,Middle Eastern
24061,Sandwich
24061,Arabian
24061,Healthy
24061,Family Friendly
24062,Indian
24062,Vegetarian
24062,Asian
24062,Vegetarian Friendly
24062,Family Meals
24062,Healthy
24062,Halal
24062,Group Friendly
24063,American
24063,Family Meals
24063,Family Friendly
24064,Burgers
24064,American
24064,Sandwiches
24064,Steak
24064,Seafood
24064,Salads
24064,BBQ
24064,Healthy
24064,Family Friendly
24065,Wings
24065,Family Friendly
24066,Breakfast and Brunch
24066,American
24066,Comfort Food
24066,Kids Friendly
24066,Mexican
24067,Healthy
24067,Pasta
24067,Comfort Food
24067,American
24067,Italian
24067,Noodles
24067,Family Meals
24067,Group Friendly
24068,Desserts
24068,PIzza
24068,Wings
24068,Sandwiches
24068,Group Friendly
24069,American
24069,Fast Food
24069,Burgers
24069,Group Friendly
24070,American
24070,Burgers
24070,Group Friendly
24071,Chinese
24071,Asian
24071,Asian Fusion
24071,Family Friendly
24072,Chinese
24072,Asian
24072,Asian Fusion
24072,Family Friendly
24073,Breakfast and Brunch
24073,American
24073,Comfort Food
24073,Sandwich
24073,Kids Friendly
24074,Breakfast and Brunch
24074,American
24074,Comfort Food
24074,Kids Friendly
24074,Mexican
24075,Breakfast and Brunch
24075,American
24075,Comfort Food
24075,Sandwich
24075,Kids Friendly
24076,Breakfast and Brunch
24076,American
24076,Comfort Food
24076,Sandwich
24076,Kids Friendly
24077,Black-owned
24077,Fast Food
24077,American
24077,Fish and Chips
24077,Pizza
24077,Desserts
24077,Allergy Friendly
24078,New American
24078,Allergy Friendly
24079,Seafood
24079,American
24079,Southern
24079,Allergy Friendly
24080,Black-owned
24080,Burgers
24080,American
24080,Sandwiches
24080,Allergy Friendly
24081,Vegetarian
24081,Vegan
24081,Bakery
24081,Allergy Friendly
24082,American
24082,Burgers
24082,Comfort Food
24082,Vegetarian Friendly
24082,Fast Food
24083,Burgers
24083,Sandwich
24083,American
24083,Alcohol
24084,American
24084,Sandwiches
24084,Cheesesteak
24084,Alcohol
24085,American
24085,Southern
24085,Fried Chicken
24085,Alcohol
24086,Burgers
24086,American
24086,Sandwiches
24086,Alcohol
24087,Burgers
24087,American
24087,Sandwiches
24087,Alcohol
24088,Soul Food
24088,Wings
24088,Steak
24088,Family Friendly
24088,Alcohol
24089,Steak
24089,Salads
24089,Family Meals
24089,Burgers
24089,Healthy
24089,American
24089,Sandwiches
24089,Seafood
24089,Alcohol
24090,African
24090,Jewish
24090,Black-owned
24091,African
24091,Comfort Food
24091,Steak
24092,Juice and Smoothies
24092,Breakfast and Brunch
24092,Vegetarian
24092,Healthy
24093,Fast Food
24093,Sandwich
24093,American
24094,Asian
24094,Desserts
24094,Juice and Smoothies
24095,Breakfast and Brunch
24095,salad
24095,Sandwich
24095,Family Meals
24095,Pizza
24095,Healthy
24095,American
24095,Chicken
24096,Breakfast and Brunch
24096,American
24096,Juice and Smoothies
24096,Healthy
24096,Family Meals
24097,Juice and Smoothies
24098,Juice and Smoothies
24098,Breakfast and Brunch
24098,Vegetarian
24099,Juice and Smoothies
24099,Breakfast and Brunch
24099,Vegetarian
24100,Juice and Smoothies
24100,Breakfast and Brunch
24100,Sandwiches
24101,Comfort Food
24101,Caribbean
24101,Cajun
24102,Bakery
24102,Breakfast and Brunch
24102,Cafe
24102,Coffee &amp; Tea
24103,Juice Bars &amp; Smoothies
24103,Healthy
24103,Fast Food
24103,Juice and Smoothies
24104,Juice and Smoothies
24105,Desserts
24105,Breakfast and Brunch
24106,Pharmacy
24106,Convenience
24106,Everyday Essentials
24106,Baby
24107,Sandwich
24107,Salads
24107,American
24107,Healthy
24108,Burgers
24108,American
24108,Sandwiches
24109,Burgers
24109,American
24109,Sandwiches
24110,Convenience
24110,Grocery
24110,Everyday Essentials
24110,Alcohol
24110,Snacks
24110,Home &amp; Personal Care
24111,Convenience
24111,Everyday Essentials
24111,Grocery
24111,Snacks
24111,Home &amp; Personal Care
24111,Alcohol
24112,Chicken
24112,Fast Food
24112,American
24112,Comfort Food
24112,Diner
24112,Sandwiches
24113,Coffee and Tea
24113,American
24113,Breakfast and Brunch
24114,American
24114,Fast Food
24114,wings
24114,Family Meals
24115,Sandwich
24115,Soup
24115,Chicken
24116,Italian
24116,Pizza
24116,Sandwiches
24117,BBQ
24117,Bar Food
24117,American
24117,Chicken
24117,Burgers
24118,Bar Food
24118,Burgers
24118,Wings
24119,American
24119,Fried Chicken
24120,Wings
24120,Chicken
24120,Fried Chicken
24121,Mexican
24121,Latin American
24121,New Mexican
24122,Burgers
24122,American
24122,Sandwiches
24122,Family Meals
24123,Fast Food
24123,Italian
24123,pizza
24123,wings
24124,Pizza
24124,American
24124,Italian
24125,Pizza
24125,Alcohol
24126,Wings
24126,Sandwich
24126,Fast Food
24127,Convenience
24127,Comfort Food
24127,Snacks
24127,Everyday Essentials
24128,Burgers
24128,Bar Food
24128,American
24128,Family Meals
24129,Pizza
24129,American
24129,Italian
24130,Breakfast and Brunch
24130,Coffee and Tea
24130,Desserts
24131,Sandwiches
24131,American
24131,Healthy
24131,Deli
24131,Sandwich
24131,Salads
24131,Family Meals
24132,Wings
24132,Asian
24132,Chicken
24132,Family Friendly
24132,Group Friendly
24133,American
24133,Chicken
24133,Family Meals
24133,Fried Chicken
24133,Comfort Food
24134,Vietnamese
24134,Noodles
24134,Healthy
24135,Ice Cream &amp; Frozen Yogurt
24135,American
24135,Juice and Smoothies
24135,Cupcakes
24135,Desserts
24136,American
24136,burger
24136,Fast Food
24137,Burgers
24137,American
24137,Sandwiches
24138,Everyday Essentials
24138,Grocery
24138,Convenience
24138,Home &amp; Personal Care
24138,Snacks
24138,Pizza
24138,American
24139,American
24139,Bar Food
24139,BBQ
24139,burger
24139,Chicken Strips
24139,Comfort Food
24139,Dinner
24139,pasta
24139,salad
24139,Sandwich
24139,Soup
24139,Steak
24139,Traditional American
24139,wings
24139,Family Friendly
24140,Burritos
24140,Fast Food
24140,Mexican
24141,American
24141,Chicken Strips
24141,Wings
24141,Chicken
24142,American
24142,Barfood
24142,Wings
24142,Seafood
24142,Fish and Chips
24142,Desserts
24142,Fast Food
24142,Bar Food
24142,Sandwich
24143,American
24143,Bar Food
24143,burger
24143,Sandwiches
24143,Burgers
24144,Healthy
24144,Mexican
24145,American
24145,Breakfast and Brunch
24145,Burgers
24145,Chicken
24145,Fast Food
24145,Sandwich
24146,Alcohol
24146,Everyday Essentials
24146,Convenience
24146,Grocery
24146,Snacks
24147,Everyday Essentials
24147,Convenience
24147,Pharmacy
24147,Snacks
24148,Salads
24148,Juice and Smoothies
24148,Sandwich
24148,Deli
24148,Convenience
24148,Everyday Essentials
24148,Home &amp; Personal Care
24148,Coffee and Tea
24148,Grocery
24148,Snacks
24149,Pharmacy
24149,Convenience
24149,Everyday Essentials
24149,Baby
24150,Everyday Essentials
24150,Grocery
24150,Convenience
24150,Home &amp; Personal Care
24150,Snacks
24150,Pizza
24150,American
24150,Alcohol
24151,American
24151,Comfort Food
24151,Deli
24151,Desserts
24151,Dinner
24151,Fast Food
24151,pizza
24151,salad
24151,Sandwich
24151,Convenience
24151,Snacks
24151,Everyday Essentials
24152,Healthy
24152,Pasta
24152,American
24152,Italian
24152,Comfort Food
24152,Noodles
24152,Family Meals
24153,Mexican
24153,Bowls
24153,Salads
24154,Fast Food
24154,Sandwich
24154,American
24155,Vegan
24155,Gluten Free
24155,Sandwiches
24155,Burgers
24155,American
24156,American
24156,Breakfast and Brunch
24156,Sandwich
24157,American
24157,burger
24157,Fast Food
24158,Ice Cream + Frozen Yogurt
24158,Burgers
24158,Chicken
24158,American
24159,Salads
24159,Juice and Smoothies
24159,Sandwich
24159,Deli
24159,Convenience
24159,Everyday Essentials
24159,Home &amp; Personal Care
24159,Coffee and Tea
24159,Grocery
24159,Snacks
24160,Convenience
24160,Grocery
24160,Everyday Essentials
24160,Snacks
24160,Home &amp; Personal Care
24161,Grocery
24161,Convenience
24161,Everyday Essentials
24161,Snacks
24161,Home &amp; Personal Care
24162,Burritos
24162,Fast Food
24162,Mexican
24163,American
24163,Burgers
24163,Vegetarian
24164,American
24164,Burgers
24164,Fast Food
24165,American
24165,Burgers
24165,Sandwiches
24165,Chicken
24165,Desserts
24166,American
24166,Bar Food
24166,BBQ
24166,burger
24166,Chicken Strips
24166,Comfort Food
24166,Dinner
24166,pasta
24166,salad
24166,Sandwich
24166,Soup
24166,Steak
24166,Traditional American
24166,wings
24166,Comfort Food
24166,Pasta
24166,Salads
24166,Sandwiches
24166,Wings
24166,Burgers
24167,Sandwich
24167,American
24168,American
24168,Seafood
24169,Everyday Essentials
24169,Grocery
24169,Convenience
24169,Home &amp; Personal Care
24169,Snacks
24169,Pizza
24169,American
24170,American
24170,Burgers
24170,Fast Food
24171,American
24171,burger
24171,Sandwich
24171,Family Meals
24172,Indian
24172,Pakistani
24172,Vegetarian
24172,Vegan
24172,Indian Curry
24173,Chicken Strips
24173,Fast Food
24173,Fried Chicken
24174,Salads
24174,Juice and Smoothies
24174,Sandwich
24174,Deli
24174,Convenience
24174,Everyday Essentials
24174,Home &amp; Personal Care
24174,Coffee and Tea
24174,Grocery
24174,Snacks
24175,Vegetarian
24175,Asian
24175,Pakistani
24175,Indian Curry
24175,Vegan
24176,Vegan
24176,Vegetarian
24176,Burgers
24176,American
24176,Healthy
24177,Desserts
24177,Ice Cream + Frozen Yogurt
24178,American
24178,Sandwiches
24178,Comfort Food
24179,American
24179,Burgers
24179,Fast Food
24180,Sandwich
24181,Pizza
24181,Wings
24181,Sandwiches
24181,Desserts
24181,American
24181,Traditional American
24181,Fast Food
24182,Chicken Strips
24182,Fast Food
24182,Fried Chicken
24182,Family Meals
24183,American
24183,burger
24183,Fast Food
24183,Family Meals
24184,Wings
24184,American
24184,Fast Food
24184,Family Meals
24185,American
24185,Sandwich
24185,Fast Food
24186,American
24186,Breakfast and Brunch
24186,burger
24186,Comfort Food
24186,Dinner
24186,Omelette
24186,salad
24186,Traditional American
24187,American
24187,Fast Food
24187,Comfort Food
24188,Salads
24188,Juice and Smoothies
24188,Sandwich
24188,Deli
24188,Convenience
24188,Everyday Essentials
24188,Home &amp; Personal Care
24188,Coffee and Tea
24188,Grocery
24188,Snacks
24189,American
24189,Sandwich
24189,Fast Food
24190,Salads
24190,Juice and Smoothies
24190,Sandwich
24190,Deli
24190,Convenience
24190,Everyday Essentials
24190,Home &amp; Personal Care
24190,Coffee and Tea
24190,Grocery
24190,Snacks
24191,American
24191,Salads
24191,Breakfast and Brunch
24191,Family Meals
24191,Healthy
24191,Family Friendly
24192,American
24192,Sandwich
24192,Salads
24192,Healthy
24193,Sandwich
24193,Salads
24194,Sandwich
24194,Salads
24194,American
24194,Healthy
24195,Burritos
24195,Fast Food
24195,Mexican
24196,American
24196,Sandwich
24196,Burgers
24197,Juice and Smoothies
24197,Healthy
24197,Fast Food
24198,Convenience
24198,Everyday Essentials
24198,Grocery
24198,Snacks
24198,Home &amp; Personal Care
24199,Convenience
24199,Everyday Essentials
24199,Grocery
24199,Snacks
24199,Home &amp; Personal Care
24200,Fast Food
24200,Italian
24200,pizza
24200,wings
24201,American
24201,Burgers
24201,Fast Food
24202,Sandwich
24202,American
24202,Salads
24203,Convenience
24203,Everyday Essentials
24203,Grocery
24203,Snacks
24203,Home &amp; Personal Care
24204,American
24204,Wings
24204,Chicken
24205,Everyday Essentials
24205,Convenience
24205,Pharmacy
24205,Snacks
24206,Burgers
24206,American
24206,Sandwiches
24206,Family Meals
24207,Indian
24207,Vegetarian
24207,Asian
24207,Pakistani
24207,Indian Curry
24208,Salads
24208,Juice and Smoothies
24208,Sandwich
24208,Deli
24208,Convenience
24208,Everyday Essentials
24208,Home &amp; Personal Care
24208,Coffee and Tea
24208,Grocery
24208,Snacks
24209,Convenience
24209,Everyday Essentials
24209,Grocery
24209,Snacks
24209,Home &amp; Personal Care
24210,wings
24210,Chicken
24210,Sandwich
24210,Family Friendly
24211,Breakfast &amp; Brunch
24211,Donuts
24212,Bakery
24212,Breakfast and Brunch
24212,Cafe
24212,Coffee &amp; Tea
24213,Comfort Food
24213,Fried Chicken
24213,Traditional American
24214,American
24214,Burgers
24214,Comfort Food
24214,Family Meals
24215,American
24215,Fast Food
24215,wings
24215,Family Meals
24216,American
24216,Fast Food
24216,wings
24216,Family Meals
24217,American
24217,Chicken
24217,Snacks
24218,Desserts
24218,PIzza
24218,Wings
24218,Sandwiches
24219,American
24219,Bar Food
24219,Comfort Food
24219,Pasta
24219,Salads
24219,Sandwiches
24219,Steak
24219,Wings
24219,Burgers
24220,Everyday Essentials
24220,Grocery
24220,Convenience
24220,Home &amp; Personal Care
24220,Snacks
24220,Pizza
24220,American
24220,Alcohol
24221,American
24221,Chicken
24221,Family Meals
24221,Fried Chicken
24221,Comfort Food
24222,American
24222,Fast Food
24222,Burgers
24223,Everyday Essentials
24223,Grocery
24223,Convenience
24223,Snacks
24223,Pizza
24223,American
24223,Alcohol
24223,Gift Store
24223,Baby
24223,Retail
24224,American
24224,Fried Chicken
24225,Breakfast and Brunch
24225,Donuts
24226,Healthy
24226,Mexican
24227,Fast Food
24227,Sandwich
24227,American
24228,American
24228,Burgers
24228,Sandwich
24229,Fast Food
24229,Sandwich
24229,American
24230,Sushi
24230,Japanese
24230,Middle Eastern
24230,Group Friendly
24230,Alcohol
24231,American
24231,Comfort Food
24231,Fried Chicken
24231,Family Meals
24231,Sandwich
24231,Family Friendly
24232,American
24232,Traditional American
24232,BBQ
24232,Burgers
24232,Salads
24232,Sandwich
24232,Chicken
24232,Healthy
24233,Japanese
24233,Fast Food
24234,Asian Fusion
24234,Chinese
24235,Chinese
24235,Asian
24236,Sandwich
24236,Deli
24237,Mediterranean
24237,Healthy
24237,Sandwiches
24238,Mexican
24238,Chicken
24238,Seafood
24239,Ice Cream + Frozen Yogurt
24239,Desserts
24240,Indian
24240,Indian Curry
24240,Chicken
24241,Ice Cream + Frozen Yogurt
24241,Desserts
24242,Ice Cream + Frozen Yogurt
24242,Desserts
24243,Healthy
24243,Mexican
24244,Healthy
24244,Vegetarian
24244,Salads
24245,Bakery
24245,Breakfast and Brunch
24245,Cafe
24245,Coffee &amp; Tea
24246,Mediterranean
24246,Healthy
24246,Sandwiches
24247,American
24247,Burgers
24247,Sandwiches
24247,Chicken
24247,Desserts
24248,Healthy
24248,Family Meals
24249,Bakery
24249,Breakfast and Brunch
24249,Desserts
24250,Burritos
24250,Fast Food
24250,Mexican
24251,Desserts
24251,PIzza
24251,Wings
24251,Sandwiches
24252,Asian
24252,Chinese
24252,Chicken
24253,Korean
24253,Japanese
24253,Asian
24254,Italian
24254,Pizza
24254,Fast Food
24255,Asian
24255,Snacks
24255,Chicken
24255,Japanese
24255,Rolls
24255,Seafood
24255,Rice-bowls
24255,Noodles
24255,Bubble Tea
24255,Coffee and Tea
24255,Juice and Smoothies
24255,Comfort Food
24255,BBQ
24256,Sushi
24256,Asian
24256,Japanese
24257,Asian
24257,Japanese
24257,Rice Dishes
24258,Sushi
24258,Asian
24258,Japanese
24259,Pizza
24259,Sandwich
24259,Italian
24260,Asian
24260,Chinese
24260,Family Meals
24261,Asian Fusion
24261,Sushi
24261,Rolls
24262,Thai
24262,Asian
24262,Noodles
24263,Pizza
24263,American
24263,Italian
24264,American
24264,Burgers
24264,Chicken
24264,Desserts
24265,American
24266,Mexican
24266,Latin American
24266,New Mexican
24267,American
24267,Sandwich
24267,Fast Food
24267,Salads
24267,Healthy
24268,Pasta
24268,Salads
24268,American
24269,American
24269,Breakfast and Brunch
24269,Coffee and Tea
24269,Dinner
24269,Desserts
24269,Salads
24269,Steak
24269,Sandwich
24270,Seafood
24270,Seafood
24270,American
24270,Southern
24271,Breakfast and Brunch
24271,American
24271,Sandwiches
24272,American
24272,Chicken
24272,Fried Chicken
24272,Sandwich
24272,Burgers
24273,American
24273,Traditional
24273,Pizza
24274,American
24274,Steak
24275,American
24275,Sandwich
24275,Burgers
24276,American
24276,BBQ
24277,American
24277,Hot Dog
24277,Sandwich
24278,American
24278,Burgers
24278,Fast Food
24279,Seafood
24279,American
24279,Family Meals
24280,American
24280,Sandwiches
24280,Comfort Food
24281,American
24281,burger
24281,Fast Food
24281,Hot Dog
24281,Sandwich
24282,Burgers
24282,American
24282,Sandwiches
24283,American
24283,burger
24283,Fast Food
24284,American
24284,Family Meals
24285,Deli
24285,Sandwich
24285,American
24286,Pizza
24286,American
24286,Italian
24287,Sandwich
24287,American
24288,American
24288,Burgers
24288,Chicken
24289,Breakfast and Brunch
24289,salad
24289,Sandwich
24289,Family Meals
24289,Pizza
24289,Healthy
24289,American
24289,Chicken
24290,Burgers
24290,American
24290,Sandwiches
24290,Family Meals
24291,Burgers
24291,Sandwich
24291,Fast Food
24292,Breakfast and Brunch
24292,Donuts
24293,Mexican
24293,Tex Mex
24294,Burgers
24294,American
24294,Sandwiches
24295,American
24295,Breakfast and Brunch
24295,Comfort Food
24296,Pizza
24296,American
24296,Italian
24297,American
24297,Breakfast and Brunch
24297,Burgers
24297,Chicken
24297,Fast Food
24297,Sandwich
24298,Healthy
24298,Salads
24298,Vegetarian Friendly
24298,Cafe
24299,American
24299,Burgers
24299,Comfort Food
24299,Vegetarian Friendly
24299,Fast Food
24300,Mediterranean
24300,Vegetarian Friendly
24300,Burgers
24300,Salads
24300,Sandwich
24300,Healthy
24301,American
24301,Sandwich
24301,Fast Food
24301,Kids Friendly
24302,Pizza
24302,American
24302,Family Meals
24302,Gluten Free Friendly
24302,Vegan Friendly
24303,Salads
24303,Bar Food
24303,Pizza
24303,American
24303,Sandwich
24303,Kids Friendly
24303,whatever
24303,Healthy
24303,Family Meals
24304,Burgers
24304,American
24304,Sandwiches
24304,Steak
24304,Seafood
24304,Salads
24304,BBQ
24304,Healthy
24304,Family Friendly
24305,American
24305,Fast Food
24305,wings
24305,Family Meals
24305,Family Friendly
24306,BBQ
24306,American
24306,Burgers
24306,Family Meals
24306,Family Friendly
24307,Chinese
24307,Group Friendly
24308,American
24308,Burgers
24308,Fast Food
24308,Group Friendly
24309,American
24309,Breakfast and Brunch
24309,burger
24309,Comfort Food
24309,Dinner
24309,Omelette
24309,salad
24309,Traditional American
24309,Family Meals
24310,Bakery
24310,Breakfast and Brunch
24310,Cafe
24310,Coffee &amp; Tea
24311,Juice and Smoothies
24311,Healthy
24311,Fast Food
24312,Mexican
24312,Latin American
24312,New Mexican
24313,Retail
24313,Gift Store
24313,Beauty Supply
24314,Sandwich
24314,Soup
24315,American
24315,BBQ
24315,Burgers
24315,Family Meals
24316,Chinese
24316,Asian
24316,Asian Fusion
24317,American
24317,Comfort Food
24317,Deli
24317,Desserts
24317,Dinner
24317,Fast Food
24317,pizza
24317,salad
24317,Sandwich
24317,Convenience
24317,Snacks
24317,Everyday Essentials
24318,Chinese
24318,South East Asian
24318,Asian Fusion
24319,Burritos
24319,Fast Food
24319,Mexican
24320,American
24320,Breakfast and Brunch
24320,Burgers
24320,Chicken
24320,Fast Food
24320,Sandwich
24321,Ice Cream &amp; Frozen Yogurt
24321,Desserts
24321,American
24322,Everyday Essentials
24322,Grocery
24322,Convenience
24322,Home &amp; Personal Care
24322,Snacks
24322,Pizza
24322,American
24322,Alcohol
24323,Everyday Essentials
24323,Grocery
24323,Convenience
24323,Home &amp; Personal Care
24323,Snacks
24323,Pizza
24323,American
24323,Alcohol
24324,Mexican
24324,Fast Food
24324,Desserts
24325,Fast Food
24325,Sandwich
24325,American
24326,Flowers
24326,Gifts
24326,Plants
24326,Gift Store
24327,Fast Food
24327,Sandwich
24327,American
24328,Bakery
24328,Breakfast and Brunch
24328,Cafe
24328,Coffee &amp; Tea
24329,American
24329,Sandwich
24329,Fast Food
24329,Kids Friendly
24330,Fast Food
24330,Italian
24330,pizza
24330,wings
24331,American
24331,Chicken
24331,Family Meals
24331,Fried Chicken
24331,Comfort Food
24332,Everyday Essentials
24332,Grocery
24332,Convenience
24332,Home &amp; Personal Care
24332,Snacks
24332,Pizza
24332,American
24333,Burritos
24333,Fast Food
24333,Mexican
24334,Everyday Essentials
24334,Convenience
24334,Pharmacy
24334,Snacks
24335,Everyday Essentials
24335,Grocery
24335,Convenience
24335,Home &amp; Personal Care
24335,Snacks
24335,Pizza
24335,American
24335,Alcohol
24336,Pharmacy
24336,Convenience
24336,Everyday Essentials
24336,Baby
24337,American
24337,Fast Food
24337,wings
24337,Family Meals
24338,Fast Food
24338,Sandwich
24338,American
24339,BBQ
24339,American
24339,Burgers
24340,Sandwich
24340,Sandwich
24340,Fast Food
24340,Fast Food
24340,American
24340,Deli
24341,American
24341,burger
24341,Fast Food
24342,Desserts
24342,PIzza
24342,Wings
24342,Sandwiches
24343,Bakery
24343,Breakfast and Brunch
24343,Cafe
24343,Coffee &amp; Tea
24344,American
24344,Burgers
24344,Fast Food
24345,Breakfast and Brunch
24345,Donuts
24346,Sandwich
24346,American
24347,American
24347,Breakfast and Brunch
24347,Burgers
24347,Chicken
24347,Fast Food
24347,Sandwich
24348,American
24348,Burgers
24348,Fast Food
24349,Fast Food
24349,Sandwich
24349,American
24350,Ice Cream + Frozen Yogurt
24350,Burgers
24350,Chicken
24350,American
24351,Pharmacy
24351,Convenience
24351,Everyday Essentials
24351,Baby
24352,American
24352,Burgers
24352,Fast Food
24353,American
24353,Breakfast and Brunch
24353,Burgers
24353,Chicken
24353,Fast Food
24353,Sandwich
24354,Fast Food
24354,Sandwich
24354,American
24355,Fast Food
24355,Sandwich
24355,American
24356,Desserts
24356,PIzza
24356,Wings
24356,Sandwiches
24357,Breakfast and Brunch
24357,Burgers
24357,Sandwich
24358,Fast Food
24358,Italian
24358,pizza
24358,wings
24359,Sandwiches
24359,American
24359,Healthy
24360,Fast Food
24360,Sandwich
24360,American
24361,American
24361,Steak
24361,Salads
24361,Sandwich
24361,Comfort Food
24361,Alcohol
24362,Breakfast and Brunch
24362,Sandwich
24362,Family Meals
24363,New American
24363,Comfort Food
24363,Breakfast and Brunch
24364,Asian Fusion
24364,Asian
24364,Korean
24365,Japanese
24365,Asian
24365,Sushi
24366,Japanese
24366,Sushi
24366,Rolls
24367,Sandwich
24368,Chicken
24368,Wings
24368,Sandwiches
24368,Comfort Food
24368,Family Meals
24369,Sandwiches
24369,American
24369,Cheese
24370,Ice Cream + Frozen Yogurt
24370,Desserts
24371,Healthy
24371,Mexican
24372,Chicken Strips
24372,Fast Food
24372,Fried Chicken
24373,Bakery
24373,Comfort Food
24373,Desserts
24373,Pretzel
24374,pizza
24374,Sandwich
24374,Italian
24375,Mexican
24375,Fast Food
24375,Salads
24375,Healthy
24376,Salads
24376,Bar Food
24376,Pizza
24377,Japanese
24377,Japanese BBQ
24377,BBQ
24378,Sandwich
24378,Salads
24378,Healthy
24378,Family Meals
24379,Asian
24379,Chinese
24379,Family Meals
24380,Thai
24380,Asian
24380,Vegetarian
24381,Japanese
24381,Asian
24381,Sushi
24382,Soul Food
24382,American
24382,Exclusive to Eats
24383,Soul Food
24383,American
24383,Burgers
24384,Fast Food
24384,American
24385,American
24386,Caribbean
24386,Fried Chicken
24386,BBQ
24386,Fast Food
24386,Desserts
24387,Burgers
24387,American
24387,Sandwiches
24388,American
24388,Fast Food
24389,American
24389,Sandwich
24389,Salads
24390,American
24390,Wings
24390,Chicken
24391,American
24391,Wings
24391,Chicken
24392,Wings
24392,American
24392,Chicken
24392,Desserts
24393,Mexican
24393,Seafood
24394,American
24394,Fast Food
24394,wings
24394,Family Meals
24395,American
24395,Seafood
24396,Pizza
24396,Wings
24396,Sandwiches
24396,Desserts
24396,American
24396,Traditional American
24396,Fast Food
24397,American
24397,Sandwich
24397,Desserts
24398,American
24398,Steak
24399,American
24399,Wings
24399,Chicken
24400,American
24400,Bar Food
24400,Wings
24400,Fast Food
24400,Chicken
24400,Family Meals
24400,Exclusive to Eats
24400,Comfort Food
24401,American
24401,Wings
24401,Chicken
24402,Sandwiches
24402,American
24402,Cheese
24403,American
24403,Sandwich
24403,Soup
24404,American
24404,Sandwich
24404,Burgers
24405,American
24405,Comfort Food
24405,Seafood
24406,Salads
24406,Deli
24406,Sandwich
24407,Burgers
24407,American
24407,Sandwiches
24407,Family Meals
24407,Comfort Food
24407,Pasta
24407,Salads
24407,Steak
24407,Wings
24407,Burgers
24408,American
24408,Wings
24409,American
24409,Burgers
24409,Sandwiches
24410,Seafood
24410,American
24410,Family Meals
24411,Breakfast and Brunch
24411,salad
24411,Sandwich
24411,Family Meals
24411,Pizza
24411,Healthy
24411,American
24411,Chicken
24412,American
24412,burger
24412,Fast Food
24413,Pizza
24413,American
24413,Keto
24413,Plant Based
24414,Burgers
24414,American
24414,Sandwiches
24414,Family Meals
24415,American
24415,Burgers
24415,Fast Food
24416,American
24416,Burgers
24416,Salads
24416,Family Meals
24416,Healthy
24416,Comfort Food
24416,Pasta
24416,Sandwiches
24416,Steak
24416,Wings
24417,Sandwich
24417,American
24418,American
24418,Burgers
24419,Wings
24419,American
24419,Sandwich
24420,Bar Food
24420,American
24420,Sandwich
24420,Wings
24420,Burgers
24421,Breakfast and Brunch
24421,Donuts
24422,American
24422,Fried Chicken
24423,American
24423,Burgers
24423,Fast Food
24424,American
24424,Breakfast and Brunch
24424,Burgers
24424,Chicken
24424,Fast Food
24424,Sandwich
24425,American
24425,Sandwich
24425,Salads
24426,American
24426,Comfort Food
24426,Fried Chicken
24426,Family Meals
24426,Sandwich
24426,Family Friendly
24427,American
24427,Sandwich
24427,Fast Food
24427,Kids Friendly
24428,American
24428,Family Meals
24428,Family Friendly
24429,Burgers
24429,American
24429,Sandwiches
24429,Steak
24429,Seafood
24429,Salads
24429,BBQ
24429,Healthy
24429,Family Friendly
24430,Indian
24430,Vegetarian
24430,Asian
24430,Healthy
24430,Allergy Friendly
24430,Alcohol
24431,Fried Chicken
24431,BBQ
24431,American
24431,Cajun
24431,Soul Food
24432,Cajun
24432,Seafood
24432,Salads
24432,Family Meals
24433,Bakery
24433,Breakfast and Brunch
24433,Cafe
24433,Coffee &amp; Tea
24434,Juice and Smoothies
24434,Fast Food
24434,Healthy
24435,Italian
24435,wings
24435,Pizza
24435,American
24435,Fast Food
24435,pizza
24435,Italian
24436,American
24436,Fried Chicken
24437,American
24437,Comfort Food
24437,Deli
24437,Desserts
24437,Dinner
24437,Fast Food
24437,pizza
24437,salad
24437,Sandwich
24437,Convenience
24437,Snacks
24437,Everyday Essentials
24438,Ramen
24438,Japanese
24438,Noodles
24439,Burgers
24439,American
24439,Sandwiches
24439,Family Meals
24440,Burritos
24440,Fast Food
24440,Mexican
24441,American
24441,Healthy
24441,Juice and Smoothies
24442,Retail
24442,Gift Store
24442,Beauty Supply
24443,Everyday Essentials
24443,Grocery
24443,Convenience
24443,Home &amp; Personal Care
24443,Snacks
24443,Pizza
24443,American
24443,Alcohol
24444,Ice Cream + Frozen Yogurt
24444,Desserts
24445,wings
24445,Italian
24445,Fast Food
24445,pizza
24446,Fast Food
24446,Sandwich
24446,American
24447,Afghan
24448,Juice and Smoothies
24448,Healthy
24448,Fast Food
24449,Everyday Essentials
24449,Grocery
24449,Convenience
24449,Home &amp; Personal Care
24449,Snacks
24449,Pizza
24449,American
24449,Alcohol
24450,Mexican
24450,Latin American
24450,New Mexican
24451,American
24451,Fast Food
24451,wings
24452,Asian
24452,Japanese
24452,Healthy
24452,Sushi
24453,American
24453,Bar Food
24453,Wings
