restaurant_id,cuisine_type
13325,Chicken
13325,Wings
13325,Fast Food
13326,Burgers
13326,Sandwiches
13326,Vietnamese
13326,Family Meals
13327,Mexican
13327,Latin American
13327,New Mexican
13328,Chinese
13328,Asian
13328,Asian Fusion
13329,Mexican
13329,Latin American
13329,New Mexican
13329,Salads
13329,Chicken
13329,Seafood
13329,Fish and Chips
13329,Burgers
13329,Healthy
13329,Family Friendly
13330,Mexican
13330,Latin American
13330,New Mexican
13331,Cafe
13331,Sandwich
13331,Breakfast and Brunch
13331,Black-owned
13331,Family Friendly
13332,Wings
13332,Asian
13332,Chicken
13332,Family Friendly
13333,Mexican
13333,Allergy Friendly
13333,Family Meals
13334,Burgers
13334,American
13334,New American
13334,Fast Food
13334,Family Friendly
13335,American
13335,Comfort Food
13335,Black-owned
13335,Exclusive to Eats
13336,American
13336,Chicken
13336,Family Meals
13336,Fried Chicken
13336,Comfort Food
13337,Alcohol
13337,Liquor Stores
13338,Ice Cream &amp; Frozen Yogurt
13338,Desserts
13338,Family Meals
13339,Desserts
13339,Ice Cream + Frozen Yogurt
13339,Comfort Food
13340,Fast Food
13340,Sandwich
13340,American
13341,Everyday Essentials
13341,Convenience
13341,Home &amp; Personal Care
13341,Snacks
13341,Pizza
13341,American
13342,Pizza
13342,American
13343,Fried Chicken
13344,American
13344,Breakfast and Brunch
13344,burger
13344,Comfort Food
13344,Dinner
13344,Omelette
13344,salad
13344,Traditional American
13345,Deli
13345,Salads
13345,Sandwich
13345,Healthy
13346,Grocery
13346,Convenience
13346,Everyday Essentials
13347,Everyday Essentials
13347,Convenience
13347,Pharmacy
13347,Snacks
13348,Convenience
13348,Snacks
13348,Everyday Essentials
13348,Drinks
13349,Pharmacy
13349,Convenience
13349,Everyday Essentials
13349,Baby
13350,Everyday Essentials
13350,Convenience
13350,Home &amp; Personal Care
13350,Snacks
13351,Convenience
13351,Snacks
13351,Everyday Essentials
13352,Bakery
13352,Desserts
13352,Ice Cream + Frozen Yogurt
13353,Seafood
13353,Breakfast and Brunch
13353,American
13353,Family Friendly
13353,Exclusive to Eats
13353,Allergy Friendly
13353,Group Friendly
13354,Mexican
13354,Latin American
13354,New Mexican
13354,Family Meals
13355,American
13355,Seafood
13355,Fish and Chips
13355,Family Meals
13356,Burgers
13356,American
13356,Sandwiches
13356,Group Friendly
13357,Snacks
13357,Everyday Essentials
13357,Convenience
13358,Sandwich
13358,American
13358,Comfort Food
13358,BBQ
13358,Black-owned
13359,American
13359,Steak
13359,Sandwich
13360,Snacks
13360,Local Specialities
13360,Specialty Foods
13360,Gift Store
13361,Thai
13361,Family Friendly
13362,Vietnamese
13362,Noodles
13362,Healthy
13363,Mediterranean
13363,Greek
13363,Vegetarian
13364,BBQ
13364,Hawaiian
13365,Pizza
13365,Halal
13365,Indian
13366,American
13366,Sandwich
13367,Coffee and Tea
13368,American
13368,Fried Chicken
13368,Family Meals
13368,Southern
13368,Sandwich
13368,Fast Food
13368,Group Friendly
13369,Burgers
13369,American
13369,Sandwiches
13370,Comfort Food
13370,American
13370,Burgers
13371,Thai
13372,Salads
13372,American
13372,Vegetarian
13372,Healthy
13373,New American
13373,Sandwich
13374,Caribbean
13374,Latin American
13374,Sandwiches
13375,Mexican
13375,Latin American
13375,New Mexican
13376,Desserts
13376,Ice Cream + Frozen Yogurt
13377,Healthy
13377,Salads
13377,Vegetarian Friendly
13377,Cafe
13378,Desserts
13378,Ice Cream + Frozen Yogurt
13379,Burgers
13379,American
13379,Sandwiches
13380,Indian
13381,American
13381,Salads
13381,Sandwiches
13382,Sandwiches
13382,Chicken
13382,New American
13383,Latin American
13383,Mexican
13383,Salads
13383,Healthy
13384,European
13384,Modern European
13384,Seafood
13385,Seafood
13385,American
13385,Southern
13386,American
13386,Wings
13386,Salads
13387,American
13387,New American
13388,Healthy
13388,Asian
13388,Hawaiian
13388,Family Meals
13389,Burgers
13389,American
13389,Sandwiches
13390,American
13390,Salads
13390,Burgers
13390,Healthy
13390,Exclusive to Eats
13391,American
13391,burger
13391,Fast Food
13392,Burgers
13392,American
13392,Sandwiches
13393,Burritos
13393,Fast Food
13393,Mexican
13393,Group Friendly
13394,American
13394,Fast Food
13394,Burgers
13394,Group Friendly
13395,American
13395,Burgers
13395,Chicken
13395,Desserts
13396,Coffee and Tea
13396,Exclusive to Eats
13397,Desserts
13397,Vegetarian
13397,Coffee and Tea
13398,Coffee and Tea
13398,Pastry
13398,American
13399,Desserts
13399,Pastry
13399,Coffee and Tea
13400,Coffee and Tea
13400,American
13400,Breakfast and Brunch
13401,Coffee and Tea
13401,American
13401,Breakfast and Brunch
13402,Traditional American
13402,Breakfast and Brunch
13403,American
13403,Breakfast and Brunch
13403,Desserts
13404,Southern
13404,Black-owned
13404,Fried Foods
13405,Coffee and Tea
13405,American
13405,Breakfast and Brunch
13406,American
13406,Breakfast and Brunch
13406,Pizza
13406,Exclusive to Eats
13407,Breakfast and Brunch
13407,Burritos
13407,Mexican
13408,Mexican
13408,Latin American
13408,New Mexican
13409,American
13409,Breakfast and Brunch
13409,Desserts
13410,Healthy
13410,Mexican
13411,Bakery
13411,Cafe
13411,Coffee and Tea
13411,Breakfast and Brunch
13412,Vietnamese
13413,Latin American
13413,Vegetarian
13413,Breakfast and Brunch
13414,Salads
13414,American
13414,Vegetarian
13415,Juice and Smoothies
13415,Cafe
13415,Breakfast and Brunch
13415,Vegan
13415,Vegetarian
13415,Healthy
13415,Açaí
13415,Ice Cream + Frozen Yogurt
13416,Indian
13416,Vegetarian
13416,Healthy
13417,Desserts
13417,Vegetarian
13417,Coffee and Tea
13417,Healthy
13417,Black-owned
13418,Pizza
13418,Vegetarian
13418,Desserts
13418,Healthy
13419,Salads
13419,Healthy
13419,Vegetarian Friendly
13420,Pizza
13420,Desserts
13420,Salads
13420,American
13420,Healthy
13420,Vegetarian Friendly
13420,Kids Friendly
13421,Healthy
13421,Seafood
13421,Hawaiian
13422,Sushi
13422,Japanese
13422,Vegetarian Friendly
13423,Chinese
13423,Asian
13423,Asian Fusion
13424,Japanese
13425,Japanese
13425,Deli
13425,Ramen
13425,Bento
13426,Sushi
13426,Japanese
13427,Mediterranean
13427,Mexican
13427,Sandwiches
13427,Middle Eastern
13427,Falafel
13428,Desserts
13428,Vegetarian
13428,Coffee and Tea
13428,Healthy
13429,Chinese
13429,Japanese
13429,Korean
13429,Chicken
13430,Japanese
13430,Salads
13430,Healthy
13431,Vietnamese
13431,Noodles
13431,Healthy
13432,Mediterranean
13432,Greek
13432,Vegetarian
13432,Healthy
13433,American
13433,Fast Food
13433,wings
13433,Family Meals
13433,Family Friendly
13434,Mexican
13434,Tex Mex
13434,Latin American
13435,Asian
13435,Chinese
13436,American
13436,burger
13436,Fast Food
13437,Wings
13437,American
13437,Fast Food
13438,Steak
13438,American
13438,Comfort Food
13438,Healthy
13438,ButcherShop
13439,Bowls
13439,Empanada
13439,Arepa
13440,Comfort Food
13440,Sushi
13440,Rolls
13441,Mediterranean
13441,Middle Eastern
13441,Comfort Food
13442,Ramen
13442,Japanese
13442,Comfort Food
13442,Middle Eastern
13442,Lebanese
13442,Mediterranean
13443,Ramen
13443,Japanese
13443,Comfort Food
13444,Ice Cream &amp; Frozen Yogurt
13444,Desserts
13444,Comfort Food
13445,Ice Cream &amp; Frozen Yogurt
13445,Comfort Food
13445,Desserts
13445,Sandwiches
13445,Salads
13446,American
13446,burger
13446,Comfort Food
13446,Pizza
13447,Seafood
13447,Fish &amp; Seafood
13448,Pizza
13448,Italian
13448,Comfort Food
13449,Italian
13449,Pasta
13449,Comfort Food
13450,American
13450,Sandwich
13450,Burgers
13450,Fast Food
13450,Kids Friendly
13451,Everyday Essentials
13451,Convenience
13451,Home &amp; Personal Care
13451,Snacks
13451,Pizza
13451,American
13452,Ice Cream + Frozen Yogurt
13452,Desserts
13452,Comfort Food
13453,Convenience
13454,Halal
13454,Chicken
13454,Middle Eastern
13455,Black-owned
13455,BBQ
13455,American
13455,Burgers
13456,Vietnamese
13456,Noodles
13456,Healthy
13457,BBQ
13457,American
13457,Burgers
13458,BBQ
13458,American
13458,Burgers
13459,Italian
13459,Pasta
13459,Comfort Food
13459,Family Meals
13460,Mediterranean
13460,Middle Eastern
13460,Mexican
13460,Falafel
13460,Salads
13460,Sandwiches
13460,Chicken
13461,Halal
13461,Chicken
13461,Middle Eastern
13462,BBQ
13462,American
13462,Burgers
13463,BBQ
13463,Hawaiian
13463,Burgers
13464,Convenience
13464,Everyday Essentials
13464,Snacks
13465,American
13465,Bakery
13465,Breakfast &amp; Brunch
13466,Convenience
13466,Snacks
13466,Everyday Essentials
13467,American
13467,Breakfast and Brunch
13467,Comfort Food
13467,Fast Food
13467,Vegetarian Friendly
13468,American
13468,Burgers
13468,Family Meals
13468,Group Friendly
13469,Chinese
13469,Seafood
13469,Chicken
13470,Desserts
13470,Cupcakes
13470,Ice Cream + Frozen Yogurt
13471,Fast Food
13471,Sandwich
13471,American
13472,American
13472,New American
13472,Desserts
13473,Mexican
13473,Seafood
13473,Steak
13474,Vietnamese
13474,Noodles
13474,Healthy
13475,Ice Cream &amp; Frozen Yogurt
13475,Comfort Food
13475,Desserts
13476,Mexican
13476,Seafood
13476,Snacks
13477,Pizza
13477,American
13477,Italian
13478,Vietnamese
13478,Noodles
13478,Healthy
13479,Ice Cream + Frozen Yogurt
13479,Desserts
13479,Comfort Food
13480,American
13480,Burgers
13480,Family Meals
13481,Breakfast and Brunch
13481,Bakery
13481,Desserts
13482,Retail
13482,Healthy
13482,Gift Store
13483,Burgers
13483,American
13483,Bar Food
13484,Cafe
13484,Coffee &amp; Tea
13484,Breakfast and Brunch
13484,Bakery
13485,American
13485,Bar Food
13485,Wings
13485,Fast Food
13485,Chicken
13485,Family Meals
13485,Exclusive to Eats
13485,Comfort Food
13486,Desserts
13486,Drinks
13487,Thai
13487,Exclusive to Eats
13488,Pizza
13488,American
13488,Italian
13489,Convenience
13489,Everyday Essentials
13489,Home &amp; Personal Care
13490,Desserts
13490,Comfort Food
13491,Snacks
13491,Comfort Food
13491,Healthy
13492,German
13492,Desserts
13492,Comfort Food
13493,Ice Cream &amp; Frozen Yogurt
13493,Comfort Food
13493,Desserts
13494,Bakery
13494,Comfort Food
13494,Desserts
13494,Pretzel
13494,Family Meals
13495,Mexican
13495,Tacos
13495,Drinks
13496,Poke
13496,Comfort Food
13497,Falafel
13497,Mediterranean
13497,Middle Eastern
13497,Halal
13497,Sandwiches
13498,Ice Cream + Frozen Yogurt
13498,Desserts
13498,Comfort Food
13499,Seafood
13499,Fish &amp; Seafood
13500,Asian
13500,Asian Fusion
13500,Japanese
13500,Noodles
13500,Chinese
13500,Family Meals
13501,Sandwich
13501,American
13502,American
13502,Bar Food
13502,BBQ
13502,burger
13502,Chicken Strips
13502,Comfort Food
13502,Dinner
13502,pasta
13502,salad
13502,Sandwich
13502,Soup
13502,Steak
13502,Traditional American
13502,wings
13502,Family Meals
13503,American
13503,Burgers
13503,Pizza
13504,Poke
13504,Hawaiian
13504,Healthy
13505,Grocery
13505,Convenience
13505,Everyday Essentials
13506,Mexican
13506,Tacos
13506,Burritos
13507,American
13507,Fast Food
13507,wings
13507,Family Meals
13507,Family Friendly
13508,Wings
13508,American
13508,Fast Food
13509,Fast Food
13509,Chicken
13510,Ice Cream + Frozen Yogurt
13510,Burgers
13510,Chicken
13510,American
13511,Everyday Essentials
13511,Convenience
13511,Home &amp; Personal Care
13511,Snacks
13511,Pizza
13511,American
13512,Fast Food
13512,Sandwich
13512,American
13513,Bakery
13513,Breakfast and Brunch
13513,Cafe
13513,Coffee &amp; Tea
13514,Mexican
13515,Healthy
13515,Vegetarian
13515,Salads
13516,Mediterranean
13516,Healthy
13516,Sandwich
13516,Salads
13516,American
13517,Mexican
13517,Latin American
13517,New Mexican
13517,Seafood
13517,Chicken
13517,Vegetarian
13517,Healthy
13518,Grocery
13518,Everyday Essentials
13518,Convenience
13519,Everyday Essentials
13519,Convenience
13519,Home &amp; Personal Care
13519,Snacks
13519,Pizza
13519,American
13520,Snacks
13520,Everyday Essentials
13520,Convenience
13520,Home &amp; Personal Care
13521,Everyday Essentials
13521,Convenience
13521,Home &amp; Personal Care
13521,Snacks
13522,Asian
13522,Chinese
13522,Family Meals
13523,American
13523,Burgers
13523,Fast Food
13524,New Mexican
13524,Mexican
13524,Family Friendly
13525,American
13525,Burgers
13525,Comfort Food
13525,Vegetarian Friendly
13525,Fast Food
13526,American
13526,Fast Food
13526,Burgers
13526,Group Friendly
13527,American
13527,Chicken
13527,Fried Chicken
13527,Sandwich
13527,Burgers
13528,Mexican
13528,Latin American
13528,New Mexican
13528,Exclusive to Eats
13529,Mexican
13529,Latin American
13529,New Mexican
13530,Mexican
13530,Latin American
13530,New Mexican
13530,Exclusive to Eats
13531,Mexican
13531,Latin American
13531,New Mexican
13532,Mexican
13532,Seafood
13533,Mexican
13533,Latin American
13533,New Mexican
13533,Exclusive to Eats
13534,Black-owned
13534,Mediterranean
13535,American
13535,Desserts
13536,American
13536,burger
13536,Fast Food
13537,Mediterranean
13537,Middle Eastern
13538,Mexican
13538,Exclusive to Eats
13539,Mexican
13540,Mexican
13540,Latin American
13540,New Mexican
13540,Tacos
13540,Tacos
13540,Tamale
13541,Mexican
13541,Latin American
13541,New Mexican
13542,American
13542,burger
13542,Fast Food
13542,New American
13542,Western
13542,Comfort Food
13543,Everyday Essentials
13543,Convenience
13543,Home &amp; Personal Care
13543,Snacks
13544,Pizza
13544,American
13544,Salads
13545,American
13545,burger
13545,Fast Food
13545,Family Meals
13546,Healthy
13546,Salads
13546,Vegetarian Friendly
13546,Cafe
13547,Everyday Essentials
13547,Convenience
13547,Home &amp; Personal Care
13547,Snacks
13547,Pizza
13547,American
13548,Asian
13548,Chinese
13548,Family Meals
13549,Burgers
13549,Fast Food
13549,American
13549,Comfort Food
13550,American
13550,Fast Food
13550,Burgers
13551,American
13551,Fast Food
13551,wings
13552,Pizza
13552,Wings
13552,Desserts
13552,Sandwiches
13553,Burritos
13553,Fast Food
13553,Mexican
13553,Group Friendly
13554,Cafe
13554,Pastry
13554,Juice and Smoothies
13555,Snacks
13555,Everyday Essentials
13555,Convenience
13555,Home &amp; Personal Care
13556,Convenience
13556,Everyday Essentials
13556,Snacks
13556,Home &amp; Personal Care
13557,Mexican
13557,Vegetarian Friendly
13558,American
13558,Chicken
13558,Fried Chicken
13558,Sandwich
13558,Burgers
13559,Asian
13559,Chinese
13559,Family Meals
13559,Group Friendly
13560,American
13560,Burgers
13560,Vegan
13561,American
13561,Fast Food
13561,wings
13561,Family Meals
13561,Family Friendly
13562,American
13562,Bar Food
13562,Wings
13562,Fast Food
13562,Chicken
13562,Family Meals
13562,Exclusive to Eats
13562,Comfort Food
13563,Healthy
13563,Mexican
13564,American
13564,burger
13564,Pizza
13565,Bakery
13565,Cafe
13566,Pizza
13566,Kids Friendly
13566,Comfort Food
13567,Everyday Essentials
13567,Grocery
13567,Convenience
13567,Home &amp; Personal Care
13567,Snacks
13567,Pizza
13567,American
13568,American
13568,Healthy
13568,Sandwich
13569,Japanese
13569,Asian
13569,Sushi
13569,Exclusive to Eats
13570,American
13570,Salads
13570,Vegetarian
13570,Healthy
13570,Exclusive to Eats
13571,Coffee and Tea
13571,Sandwich
13571,Exclusive to Eats
13572,Breakfast and Brunch
13572,American
13572,Dinner
13572,Bakery
13573,American
13573,burger
13573,Fast Food
13574,Italian
13574,pizza
13574,wings
13575,Grocery
13575,Convenience
13575,Snacks
13575,Everyday Essentials
13576,Fast Food
13576,Sandwich
13576,American
13577,Bakery
13577,Breakfast and Brunch
13577,Cafe
13577,Coffee &amp; Tea
13578,Burritos
13578,Fast Food
13578,Mexican
13579,American
13579,burger
13579,Fast Food
13580,Burgers
13580,Sandwiches
13580,Ice Cream
13581,Vietnamese
13581,Noodles
13581,Healthy
13582,Breakfast and Brunch
13582,salad
13582,Sandwich
13582,Family Meals
13582,Pizza
13582,Healthy
13582,American
13582,Chicken
13583,Healthy
13583,Poke
13583,Coffee and Tea
13584,Hawaiian
13584,Healthy
13584,Sushi
13584,Seafood
13585,Vegan
13585,Vegan Friendly
13585,Spanish
13586,Vietnamese
13586,Noodles
13586,Healthy
13587,Pizza
13587,Italian
13587,Wings
13587,American
13588,Japanese
13589,Japanese
13589,Asian
13589,Sushi
13590,Breakfast and Brunch
13590,Sandwich
13590,Coffee and Tea
13591,BBQ
13591,American
13591,Chicken
13592,Italian
13592,Pasta
13592,Comfort Food
13593,American
13593,Bar Food
13593,Wings
13593,Fast Food
13593,Chicken
13593,Family Meals
13593,Exclusive to Eats
13593,Comfort Food
13594,BBQ
13594,American
13594,Chicken
13595,Vegetarian
13595,Healthy
13596,Everyday Essentials
13596,Convenience
13596,Home &amp; Personal Care
13596,Snacks
13596,Pizza
13596,American
13597,Convenience
13597,Everyday Essentials
13597,Home &amp; Personal Care
13598,Grocery
13598,Convenience
13598,Everyday Essentials
13599,Bakery
13599,Comfort Food
13599,Desserts
13599,Family Meals
13600,Bar / Pub Food
13600,Burgers
13600,BBQ
13600,Wings
13600,Exclusive to Eats
13601,Japanese
13601,Japanese Skewer food
13601,Japanese BBQ
13601,Japanese set items
13602,Ice Cream + Frozen Yogurt
13602,Desserts
13602,Comfort Food
13603,Breakfast &amp; Brunch
13603,Coffee and Tea
13604,Ice Cream + Frozen Yogurt
13604,Desserts
13604,Bakery
13605,Ice Cream &amp; Frozen Yogurt
13605,Comfort Food
13605,Desserts
13606,Convenience
13606,Snacks
13606,Everyday Essentials
13607,Desserts
13607,Ice Cream + Frozen Yogurt
13608,Breakfast and Brunch
13608,Desserts
13608,Salads
13608,Healthy
13609,Salads
13609,Sandwich
13609,Breakfast and Brunch
13610,Mexican
13611,Mongolian
13611,Asian Fusion
13611,Family Meals
13612,Snacks
13612,Everyday Essentials
13612,Convenience
13612,Home &amp; Personal Care
13613,American
13614,Pizza
13614,American
13614,Italian
13615,Coffee and Tea
13615,American
13615,Breakfast and Brunch
13616,Sandwiches
13616,American
13616,Healthy
13617,American
13618,American
13618,Burgers
13618,Sandwiches
13619,Sandwich
13619,Deli
13620,Black-owned
13620,Soul Food
13620,American
13620,Burgers
13620,BBQ
13620,Bar Food
13620,Chicken
13620,Comfort Food
13620,Salads
13620,Healthy
13621,American
13621,Pub
13622,American
13622,Burgers
13622,Sandwiches
13623,Burgers
13623,American
13623,Sandwiches
13624,American
13624,Fried Chicken
13624,Family Meals
13624,Southern
13624,Sandwich
13624,Fast Food
13625,Burgers
13625,American
13625,Sandwiches
13626,American
13626,burger
13626,Fast Food
13626,Family Meals
13627,Hot Dog
13627,American
13627,Fast Food
13628,Burgers
13628,American
13628,Sandwiches
13629,American
13629,Fast Food
13629,Burgers
13630,American
13630,Fast Food
13630,Burgers
13631,Mexican
13632,Vietnamese
13632,Noodles
13632,Healthy
13633,Burgers
13633,American
13633,Sandwiches
13634,Colombian
13634,Latin American
13634,Latin American
13635,Mexican
13635,Seafood
13635,Chicken
13636,Burgers
13636,American
13636,Sandwiches
13637,Thai
13637,Asian
13637,Noodles
13638,American
13638,Burgers
13638,Sandwiches
13639,Bar Food
13639,Burgers
13639,Wings
13640,Chinese
13640,Asian
13640,Chicken
13641,Mediterranean
13641,Greek
13642,Mexican
13642,Family Meals
13643,Thai
13643,Asian
13643,Noodles
13644,Asian Fusion
13644,Asian
13644,Korean
13645,American
13645,burger
13645,Pizza
13646,American
13646,Comfort Food
13647,Convenience
13648,Mexican
13648,Latin American
13648,New Mexican
13648,Family Meals
13649,Japanese
13649,Chinese
13649,Asian
13649,Asian Fusion
13650,Japanese
13650,Asian
13650,Sushi
13651,American
13651,Breakfast and Brunch
13651,Sandwich
13652,Vietnamese
13652,Noodles
13652,Healthy
13653,Vietnamese
13653,Noodles
13653,Family Meals
13654,Sushi
13654,Japanese
13654,Asian
13655,Asian
13655,Chinese
13655,Noodles
13656,Chinese
13656,Family Meals
13657,Grocery
13657,Convenience
13657,Home &amp; Personal Care
13657,Everyday Essentials
13658,Thai
13658,Asian
13658,Noodles
13659,Vietnamese
13659,Noodles
13659,Healthy
13660,American
13660,Bar Food
13660,BBQ
13660,burger
13660,Chicken Strips
13660,Comfort Food
13660,Dinner
13660,pasta
13660,salad
13660,Sandwich
13660,Soup
13660,Steak
13660,Traditional American
13660,wings
13660,Family Meals
13661,Traditional American
13661,BBQ
13661,Family Meals
13661,Family Friendly
13662,Japanese
13662,Asian Fusion
13662,Family Friendly
13663,Japanese
13663,Chinese
13663,Family Friendly
13664,American
13664,Seafood
13664,Family Meals
13664,Family Friendly
13665,Breakfast and Brunch
13665,American
13665,Sandwiches
13665,Mexican
13665,Family Friendly
13666,Bar Food
13666,Burgers
13666,Wings
13666,Family Friendly
13667,Burgers
13667,American
13667,Sandwiches
13667,Family Friendly
13668,Burgers
13668,American
13668,Sandwiches
13668,Family Meals
13668,Family Friendly
13669,American
13669,Family Meals
13669,Family Friendly
13670,American
13670,Fast Food
13670,wings
13670,Family Meals
13670,Family Friendly
13671,Sushi
13671,Japanese
13671,Vegetarian Friendly
13671,Healthy
13671,Family Friendly
13672,Thai
13672,Asian
13672,Vegetarian Friendly
13672,Family Meals
13673,Pizza
13673,Desserts
13673,Salads
13673,American
13673,Healthy
13673,Vegetarian Friendly
13673,Kids Friendly
13674,Comfort Food
13674,American
13674,Burgers
13674,Allergy Friendly
13674,Family Friendly
13675,Vietnamese
13675,Noodles
13675,Asian
13675,Allergy Friendly
13676,Mexican
13676,Latin American
13676,New Mexican
13676,Group Friendly
13677,Juice and Smoothies
13677,Breakfast and Brunch
13677,Vegetarian
13677,Healthy
13678,Desserts
13678,Bakery
13679,Snacks
13679,Everyday Essentials
13679,Convenience
13679,Home &amp; Personal Care
13680,Salads
13680,American
13680,Vegetarian
13681,Japanese
13681,Asian
13681,Sushi
13681,Allergy Friendly
13682,Cafe
13683,Burgers
13683,Sandwiches
13683,Mexican
13684,Salads
13684,Rolls
13684,Comfort Food
13685,Everyday Essentials
13685,Convenience
13685,Home &amp; Personal Care
13685,Snacks
13686,Pharmacy
13686,Convenience
13686,Everyday Essentials
13686,Baby
13687,Convenience
13687,Everyday Essentials
13687,Snacks
13687,Home &amp; Personal Care
13688,Burritos
13688,Fast Food
13688,Mexican
13689,Cafe
13689,Pastry
13689,Coffee and Tea
13690,Coffee and Tea
13690,Breakfast and Brunch
13691,Desserts
13691,Vegetarian
13691,Coffee and Tea
13692,Desserts
13692,Coffee and Tea
13692,Comfort Food
13693,American
13693,Burgers
13693,Comfort Food
13693,Vegetarian Friendly
13693,Fast Food
13694,Breakfast and Brunch
13694,Chicken
13694,Fish and Chips
13695,American
13695,Burgers
13695,Comfort Food
13695,Vegetarian Friendly
13695,Fast Food
13696,Convenience
13696,Everyday Essentials
13696,Snacks
13696,Home &amp; Personal Care
13697,Convenience
13697,Snacks
13697,Everyday Essentials
13698,Grocery
13698,Convenience
13698,Everyday Essentials
13699,Pharmacy
13699,Convenience
13699,Everyday Essentials
13699,Baby
13700,Everyday Essentials
13700,Convenience
13700,Home &amp; Personal Care
13700,Snacks
13700,Pizza
13700,American
13701,Convenience
13701,Snacks
13701,Everyday Essentials
13702,Pharmacy
13702,Convenience
13702,Everyday Essentials
13702,Baby
13703,Mexican
13703,Latin American
13703,New Mexican
13704,Cafe
13704,Pastry
13704,Juice and Smoothies
13705,Bakery
13705,Breakfast and Brunch
13705,Cafe
13705,Coffee &amp; Tea
13706,Pizza
13706,Desserts
13706,Salads
13706,American
13706,Healthy
13706,Vegetarian Friendly
13706,Kids Friendly
13707,American
13707,Bakery
13707,Breakfast &amp; Brunch
13708,Pizza
13708,Salads
13708,Desserts
13708,Healthy
13709,Japanese
13709,Asian
13709,Sushi
13709,Family Meals
13710,Sushi
13710,Seafood
13710,Japanese
13710,Family Friendly
13711,Coffee and Tea
13711,American
13711,Comfort Food
13712,Pharmacy
13712,Convenience
13712,Everyday Essentials
13712,Baby
13713,Thai
13713,Asian
13713,Vegetarian Friendly
13713,Family Meals
13713,Group Friendly
13714,Ice Cream + Frozen Yogurt
13714,Desserts
13715,Fast Food
13715,Italian
13715,pizza
13715,wings
13716,Pizza
13716,Salads
13716,Chicken
13716,Healthy
13717,Ice Cream + Frozen Yogurt
13717,Desserts
13717,Comfort Food
13718,Mexican
13718,Vegetarian Friendly
13719,Healthy
13719,Mexican
13719,Snacks
13720,Sandwich
13720,American
13720,Family Friendly
13721,American
13721,burger
13721,Pizza
13722,Juice and Smoothies
13722,Healthy
13722,Bowls
13722,Breakfast and Brunch
13723,Burritos
13723,Fast Food
13723,Mexican
13724,American
13724,Burgers
13724,Fast Food
13725,American
13725,Chicken
13725,Fried Chicken
13725,Sandwich
13725,Burgers
13726,Burritos
13726,Fast Food
13726,Mexican
13727,American
13727,Fast Food
13727,wings
13728,Coffee and Tea
13728,American
13728,Breakfast and Brunch
13729,Fast Food
13729,Sandwich
13729,American
13730,American
13730,Burgers
13730,Family Friendly
13731,Mexican
13731,Latin American
13731,New Mexican
13732,Japanese
13732,Asian
13732,Sushi
13732,Seafood
13733,Japanese
13733,Sushi
13733,Rolls
13734,Indian
13734,Vegetarian
13734,Asian
13735,Chicken
13735,Sandwich
13735,Salads
13736,Coffee and Tea
13736,Drinks
13736,Breakfast and Brunch
13737,Ice Cream + Frozen Yogurt
13737,Desserts
13737,Comfort Food
13738,Italian
13738,Pizza
13739,Burgers
13740,Mexican
13740,Salads
13740,Soup
13741,Korean
13741,Asian
13741,Asian Fusion
13742,Italian
13742,Salads
13742,Healthy
13743,Chinese
13743,Asian
13744,Thai
13744,Asian
13744,Noodles
13744,Wings
13744,Salads
13744,Desserts
13745,Japanese
13745,Asian
13745,Sushi
13746,Chinese
13746,Asian
13746,Asian Fusion
13747,Seafood
13747,Chicken
13747,Noodles
13748,Pizza
13749,BBQ
13749,Asian
13749,Asian Fusion
13749,Japanese BBQ
13749,Rice-bowls
13749,Sushi
13749,Seafood
13750,Korean
13750,Asian
13750,Japanese
13750,Chinese
13750,Chicken
13750,Seafood
13751,Sushi
13751,Asian
13751,Japanese
13752,Thai
13752,Asian
13752,Noodles
13753,Breakfast and Brunch
13753,Burritos
13753,American
13754,American
13754,Pub
13755,Seafood
13755,American
13755,Comfort Food
13756,American
13756,Chicken
13756,Sandwiches
13757,Pizza
13757,Italian
13757,Wings
13758,American
13758,burger
13758,Comfort Food
13758,Pizza
13759,American
13759,Chicken
13759,Fried Chicken
13759,Sandwich
13759,Burgers
13760,American
13760,Bar Food
13760,Wings
13760,Fast Food
13760,Chicken
13760,Family Meals
13760,Exclusive to Eats
13760,Comfort Food
13761,Seafood
13761,American
13761,Family Meals
13762,American
13762,Burgers
13762,Chicken
13762,Desserts
13763,American
13763,Burgers
13763,Family Meals
13764,American
13764,burger
13764,Fast Food
13764,Family Meals
13765,Sandwich
13765,American
13765,Healthy
13766,American
13766,Burgers
13766,Sandwich
13767,American
13767,Burgers
13767,Pizza
13768,Breakfast and Brunch
13768,salad
13768,Sandwich
13768,Family Meals
13768,Pizza
13768,Healthy
13768,American
13768,Chicken
13769,Burgers
13769,American
13769,Sandwiches
13770,American
13770,Fast Food
13770,Burgers
13771,American
13771,burger
13771,Fast Food
13772,American
13772,Bar Food
13772,BBQ
13772,burger
13772,Chicken Strips
13772,Comfort Food
13772,Dinner
13772,pasta
13772,salad
13772,Sandwich
13772,Soup
13772,Steak
13772,Traditional American
13772,wings
13772,Family Meals
13773,American
13773,Burgers
13773,Fast Food
13774,American
13774,burger
13775,American
13775,Breakfast and Brunch
13775,burger
13775,Comfort Food
13775,Dinner
13775,Omelette
13775,salad
13775,Traditional American
13775,Family Meals
13776,Pizza
13776,Salads
13776,Comfort Food
13776,Kids Friendly
